title,total_clausulae,total_excluded,abbrev_excluded,bracket_excluded,short_excluded,cretic-trochee (-u--x),cretic-trochee 1 res (uuu--x),cretic-trochee 1 res (-uuu-x),cretic-trochee 1 res (-u-uux),double/molossus-cretic pure double-cretic (-u--ux),double/molossus-cretic pure molossus-cretic (----ux),double/molossus-cretic 1 res (uuu--ux),double/molossus-cretic 1 res (-uuu-ux),double/molossus-cretic 1 res (-u-uuux),double/molossus-cretic molossus not chor 1 res (uu---ux),double/molossus-cretic molossus not chor 1 res (--uu-ux),double/molossus-cretic molossus not chor 1 res (---uuux),double/molossus-cretic chor res (-uu--ux),double/molossus-cretic ep res (-u---ux),double trochee (-u-x),double trochee 1 res (uuu-x),double trochee 1 res (-uuux),hypodochmiac (-u-ux),hypodochmiac 1 res (uuu-ux),hypodochmiac 1 res (-uuuux),spondaic (---x),heroic (-uu-x),first paeon (-uux),choriamb trochee (-uu--x),short sequence (uuuuux),total_artistic,misc_clausulae,percent_clausulae
de provinciis consularibus,265,11,6,0,5,23.0,9.0,1.0,1.0,33.0,6.0,2.0,22.0,4.0,0.0,1.0,1.0,2.0,1.0,34.0,0.0,1.0,47.0,3.0,6.0,23.0,1.0,29.0,2.0,0.0,252.0,2.0,1.0
de republica,1590,470,47,12,43,57.0,24.0,10.0,63.0,69.0,34.0,10.0,25.0,9.0,7.0,8.0,6.0,10.0,22.0,243.0,3.0,17.0,111.0,3.0,7.0,69.0,23.0,266.0,12.0,4.0,1112.0,8.0,1.0
epistula ad ocatianum,66,3,0,1,0,5.0,1.0,0.0,2.0,10.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,16.0,0.0,2.0,3.0,2.0,7.0,0.0,0.0,63.0,0.0,1.0
epistulae ad atticum,11935,1349,160,296,738,593.0,136.0,120.0,407.0,632.0,464.0,147.0,221.0,147.0,148.0,127.0,163.0,170.0,199.0,1578.0,52.0,231.0,1278.0,96.0,161.0,1090.0,357.0,1589.0,130.0,172.0,10408.0,178.0,1.0
epistulae ad atticum book 1,686,67,20,6,37,44.0,8.0,3.0,18.0,44.0,28.0,6.0,19.0,9.0,8.0,5.0,7.0,10.0,15.0,76.0,4.0,14.0,95.0,5.0,1.0,75.0,15.0,90.0,8.0,8.0,615.0,4.0,1.0
epistulae ad atticum book 10,709,57,4,15,30,34.0,6.0,8.0,25.0,41.0,23.0,8.0,15.0,4.0,14.0,9.0,10.0,9.0,12.0,106.0,4.0,19.0,92.0,6.0,9.0,56.0,22.0,85.0,7.0,10.0,634.0,18.0,1.0
epistulae ad atticum book 11,661,84,3,18,62,28.0,5.0,4.0,20.0,27.0,32.0,10.0,10.0,7.0,5.0,4.0,14.0,11.0,10.0,100.0,2.0,12.0,73.0,3.0,9.0,75.0,19.0,77.0,3.0,4.0,564.0,13.0,1.0
epistulae ad atticum book 12,918,56,10,27,17,45.0,11.0,9.0,35.0,43.0,30.0,12.0,25.0,11.0,15.0,15.0,5.0,13.0,7.0,152.0,3.0,22.0,112.0,12.0,17.0,77.0,32.0,124.0,13.0,8.0,848.0,14.0,1.0
epistulae ad atticum book 13,1051,98,8,46,37,44.0,14.0,13.0,35.0,60.0,37.0,12.0,17.0,16.0,14.0,7.0,13.0,16.0,17.0,138.0,8.0,32.0,113.0,14.0,14.0,101.0,30.0,136.0,10.0,23.0,934.0,19.0,1.0
epistulae ad atticum book 14,694,55,4,12,32,31.0,9.0,5.0,27.0,37.0,25.0,10.0,18.0,6.0,9.0,7.0,10.0,10.0,11.0,91.0,2.0,16.0,76.0,7.0,10.0,77.0,17.0,102.0,8.0,11.0,632.0,7.0,1.0
epistulae ad atticum book 15,747,80,4,41,26,39.0,17.0,11.0,27.0,47.0,33.0,8.0,12.0,12.0,9.0,8.0,7.0,9.0,22.0,83.0,4.0,11.0,78.0,5.0,15.0,67.0,17.0,102.0,7.0,6.0,656.0,11.0,1.0
epistulae ad atticum book 16,696,72,6,21,40,24.0,5.0,5.0,21.0,36.0,25.0,8.0,16.0,9.0,9.0,8.0,10.0,13.0,11.0,105.0,3.0,14.0,69.0,4.0,14.0,59.0,23.0,98.0,10.0,12.0,611.0,13.0,1.0
epistulae ad atticum book 2,804,84,5,11,61,46.0,10.0,9.0,32.0,58.0,33.0,13.0,15.0,11.0,9.0,13.0,11.0,10.0,11.0,99.0,3.0,12.0,108.0,5.0,13.0,53.0,18.0,100.0,5.0,13.0,710.0,10.0,1.0
epistulae ad atticum book 3,491,95,15,8,67,23.0,5.0,2.0,10.0,24.0,23.0,5.0,6.0,9.0,7.0,5.0,4.0,7.0,9.0,52.0,3.0,7.0,50.0,5.0,4.0,45.0,16.0,58.0,11.0,1.0,391.0,5.0,1.0
epistulae ad atticum book 4,729,116,16,16,70,40.0,12.0,10.0,22.0,38.0,23.0,6.0,13.0,8.0,11.0,9.0,10.0,7.0,14.0,65.0,5.0,7.0,82.0,5.0,9.0,68.0,26.0,100.0,6.0,6.0,602.0,11.0,1.0
epistulae ad atticum book 5,751,125,15,15,78,33.0,5.0,8.0,30.0,34.0,44.0,5.0,13.0,8.0,9.0,7.0,14.0,8.0,10.0,99.0,1.0,12.0,53.0,5.0,4.0,66.0,25.0,103.0,9.0,9.0,614.0,12.0,1.0
epistulae ad atticum book 6,657,66,8,15,33,43.0,10.0,8.0,26.0,26.0,20.0,9.0,9.0,7.0,5.0,8.0,11.0,10.0,11.0,97.0,3.0,12.0,54.0,3.0,9.0,62.0,18.0,100.0,9.0,15.0,585.0,6.0,1.0
epistulae ad atticum book 7,898,118,17,13,60,47.0,10.0,10.0,26.0,40.0,36.0,15.0,9.0,15.0,10.0,5.0,16.0,12.0,22.0,136.0,1.0,20.0,75.0,6.0,6.0,74.0,31.0,126.0,5.0,15.0,768.0,12.0,1.0
epistulae ad atticum book 8,593,65,12,15,27,28.0,6.0,3.0,18.0,35.0,26.0,1.0,13.0,7.0,8.0,6.0,9.0,10.0,5.0,76.0,3.0,7.0,64.0,3.0,12.0,53.0,24.0,89.0,7.0,8.0,521.0,7.0,1.0
epistulae ad atticum book 9,850,111,13,17,61,44.0,3.0,12.0,35.0,42.0,26.0,19.0,11.0,8.0,6.0,11.0,12.0,15.0,12.0,103.0,3.0,14.0,84.0,8.0,15.0,82.0,24.0,99.0,12.0,23.0,723.0,16.0,1.0
epistulae ad brutum,571,49,6,6,33,38.0,10.0,8.0,24.0,36.0,16.0,12.0,15.0,6.0,3.0,7.0,6.0,6.0,4.0,84.0,3.0,13.0,46.0,4.0,5.0,49.0,12.0,93.0,10.0,4.0,514.0,8.0,1.0
epistulae ad brutum br,114,12,0,1,10,5.0,0.0,3.0,4.0,0.0,5.0,0.0,0.0,2.0,1.0,4.0,2.0,3.0,1.0,13.0,0.0,8.0,9.0,0.0,1.0,9.0,4.0,20.0,4.0,2.0,100.0,2.0,1.0
epistulae ad brutum ci,457,40,6,5,23,33.0,10.0,5.0,20.0,36.0,11.0,12.0,15.0,4.0,2.0,3.0,4.0,3.0,2.0,70.0,3.0,5.0,37.0,4.0,4.0,40.0,8.0,72.0,6.0,2.0,411.0,6.0,1.0
epistulae ad brutum spurious,118,3,0,2,0,4.0,1.0,0.0,1.0,2.0,13.0,2.0,3.0,2.0,2.0,5.0,1.0,3.0,2.0,16.0,2.0,6.0,8.0,1.0,3.0,8.0,4.0,18.0,3.0,2.0,112.0,3.0,1.0
epistulae ad familiares,8016,818,237,81,429,419.0,102.0,71.0,235.0,528.0,247.0,80.0,195.0,89.0,103.0,64.0,66.0,92.0,133.0,1131.0,42.0,124.0,1043.0,60.0,83.0,760.0,267.0,1036.0,63.0,55.0,7088.0,110.0,1.0
epistulae ad quintum fratrem,198,1,0,1,0,15.0,3.0,0.0,9.0,25.0,3.0,2.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,42.0,0.0,0.0,31.0,0.0,1.0,22.0,3.0,27.0,0.0,0.0,197.0,0.0,1.0
epistulae ad quintum fratrem. 1 ,1224,138,25,19,87,63.0,15.0,15.0,27.0,83.0,50.0,11.0,24.0,19.0,14.0,10.0,8.0,9.0,24.0,164.0,5.0,16.0,143.0,12.0,15.0,117.0,42.0,160.0,14.0,13.0,1073.0,13.0,1.0
